x,y,z
-0.03675,0.0910376,0.0438721
-0.026,0.0561846,0.0387552
0.0165,0.126365,0.0264904
0.0565,0.0517622,0.0215205
-0.038,0.111083,0.0360086
-0.0305,0.18027,-0.00848688
-0.02575,0.0467665,0.0506684
0.0295,0.0999949,0.0404455
-0.0575,0.128337,0.0390615
-0.06325,0.0455791,0.00961243
-0.05175,0.127405,0.0339826
-0.067,0.148408,0.0396608
0.015,0.0600136,0.0499415
0.03275,0.0895093,0.0423437
-0.00925,0.109362,0.0431245
-0.071,0.113236,0.0496478
-0.07075,0.156024,0.0269534
-0.08625,0.0852312,0.0236311
-0.019,0.0448436,0.0524759
-0.0305,0.0746183,0.0406745
-0.0755,0.128851,0.0529939
0.031,0.039316,0.0264757
0.03175,0.0569108,0.0390093
-0.009,0.171173,-0.0226448
0.0415,0.0906476,0.0289836
-0.03525,0.0697897,0.0416856
0.01525,0.107843,0.0413435
-0.03175,0.1077,0.038928
-0.06675,0.132171,0.0455319
-0.02725,0.123918,0.02027
-0.07025,0.123895,0.0531222
0.00875,0.0480512,0.0494633
-0.06625,0.173428,-0.0471293
-0.01875,0.046816,0.0511487
-0.0125,0.0659759,0.0542713
-0.04925,0.0783997,0.0439835
0.04025,0.0774647,0.0325415
0.024,0.101577,0.0429906
-0.02725,0.0427733,0.0528425
-0.001,0.0414544,0.0470208
-0.05425,0.151678,0.0265791
0.026,0.0490879,0.0383783
0.044,0.0718787,0.0247921
-0.0655,0.13561,0.0420965
-0.03525,0.0540288,0.0382468
-0.02325,0.185599,-0.0133656
-0.01725,0.0454341,0.0513931
-0.069,0.101396,0.0401926
-0.0655,0.149795,0.0378809
-0.02875,0.167433,-0.00805047
-0.05925,0.0679141,0.0362246
0.0075,0.101817,0.0466788
0.04725,0.0732727,0.0160209
-0.06225,0.137533,0.0357436
0.03425,0.103105,0.0335823
-0.0675,0.127345,0.0498843
-0.0665,0.127318,0.0489268
-0.04525,0.0980248,0.0427331
-0.031,0.0903502,0.044126
-0.062,0.138238,0.0353614
-0.0655,0.101495,0.0417188
0.01225,0.0889116,0.0539472
-0.0645,0.132722,0.0413398
0.0135,0.0936483,0.0511945
-0.047,0.102886,0.0413386
0.00975,0.0848302,0.0553792
-0.066,0.142744,0.0417025
-0.03625,0.0392572,0.0462661
0.0315,0.091641,0.0424728
-0.06175,0.100829,0.042354
-0.07375,0.116854,0.0524026
0.045,0.0610701,0.0305137
0.00275,0.105097,0.0427394
0.0445,0.0774969,0.024277
-0.03725,0.126781,0.01925
-0.06075,0.106342,0.0399435
-0.02225,0.109215,0.0405821
0.0155,0.0742197,0.0529654
0.05225,0.0657549,0.0275922
-0.01225,0.12441,0.0313201
0.00475,0.101062,0.0459153
-0.0665,0.0875445,0.0443783
0.034,0.0745336,0.039658
-0.05325,0.158595,0.00867126
-0.06,0.098732,0.0427337
-0.0085,0.0619546,0.055945
-0.01425,0.102309,0.0433727
-0.03425,0.0423161,0.0485202
0.0205,0.123529,0.0277649
0.031,0.0762331,0.0432178
-0.01175,0.179579,-0.0244285
-0.057,0.0386323,0.0470293
0.03125,0.0432152,0.0295146
-0.0455,0.168235,0.00180446
0.02925,0.106142,0.0366378
0.007,0.0937479,0.0528712
-0.06625,0.0924228,0.0434915
-0.0235,0.0499083,0.0468686
0.02575,0.0814907,0.0475485
0.01975,0.0789982,0.0516549
-0.042,0.168241,0.00301969
-0.009,0.0388967,0.0494916
0.0015,0.0576402,0.0543782
0.003,0.0441605,0.0458712
-0.0115,0.168146,-0.0169639
-0.03675,0.12276,0.0267499
-0.0055,0.110062,0.0429981
0.0115,0.0673466,0.0540335
0.002,0.0504418,0.0522186
-0.015,0.104406,0.0429931
-0.03625,0.113121,0.0342321
-0.0185,0.075788,0.0552458
-0.02225,0.106465,0.0419778
0.01575,0.127061,0.0258543
-0.04725,0.12712,0.0272513
-0.01225,0.127088,0.0264893
-0.04425,0.12542,0.0214111
-0.00375,0.0640698,0.056308
-0.012,0.0856542,0.0572972
0.03125,0.103281,0.0363799
0.003,0.108618,0.0424883
-0.03475,0.126738,0.0182339
0.02,0.0838059,0.0505851
-0.05625,0.0554626,0.00769195
-0.015,0.0659344,0.0537914
-0.0695,0.11468,0.0506062
-0.011,0.181888,-0.0270037
0.029,0.10686,0.0367658
-0.04,0.159254,0.00263081
0.046,0.0569758,0.0320368
-0.05275,0.128864,0.0344882
-0.0065,0.110069,0.0431252
-0.04775,0.152751,0.0100747
-0.0495,0.054379,0.0344452
0.02975,0.114364,0.030803
-0.007,0.0457257,0.0473884
-0.05725,0.0953215,0.0445117
-0.08675,0.151639,0.0249289
-0.0445,0.159307,0.00676616
0.029,0.108245,0.036132
-0.0125,0.101619,0.0436265
-0.061,0.115452,0.0379202
0.002,0.0385512,0.0462682
-0.0725,0.101288,0.0385393
-0.04225,0.154147,0.00689957
-0.038,0.163725,5.79506e-05
-0.01925,0.0876565,0.0561021
-0.00525,0.0945893,0.0552669
-0.0225,0.0682758,0.0485177
-0.0005,0.0661731,0.0565509
0.01125,0.111971,0.039187
-0.05775,0.102252,0.0424825
0.00825,0.12035,0.0364016
-0.0065,0.0675101,0.055953
-0.05925,0.109074,0.0381668
-0.0185,0.0910786,0.055026
-0.0525,0.147911,0.0208717
-0.074,0.157652,-0.00546287
0.0455,0.0513113,0.0317844
-0.003,0.099237,0.0507182
0.006,0.104414,0.0431202
-0.05125,0.0883289,0.0453972
-0.02325,0.0600775,0.0429428
-0.05425,0.14451,0.0287484
-0.016,0.16967,-0.0160231
-0.053,0.153545,0.0128665
-0.0335,0.0960187,0.0443851
-0.0645,0.142685,0.039798
-0.01175,0.173465,-0.0210314
0.02825,0.0526583,0.038626
0.02425,0.122708,0.0256067
-0.00275,0.106596,0.0441392
-0.02875,0.0667167,0.0386359
0.027,0.0461311,0.0372437
-0.01225,0.0984889,0.0498796
0.001,0.105828,0.0431215
-0.0185,0.177269,-0.0172608
0.03975,0.0617983,0.0307672
0.032,0.0469838,0.0314109
-0.00925,0.178059,-0.0276659
0.01,0.085517,0.0552604
-0.078,0.0855564,0.0368676
-0.0825,0.137245,0.0479351
-0.04275,0.149716,0.00574595
0.0535,0.0677324,0.0259398
-0.03775,0.0627366,0.0412972
0.021,0.0711712,0.0497225
0.04,0.0936376,0.0307698
-0.04925,0.0391766,0.045505
-0.0815,0.0994225,0.0317965
0.02775,0.0882898,0.044888
-0.089,0.139746,0.0375175
-0.00225,0.12449,0.0330983
-0.01925,0.0413936,0.0530869
0.0095,0.118255,0.0371612
0.038,0.0583745,0.0319097
-0.0875,0.14815,0.0298854
-0.04475,0.090962,0.042854
0.0245,0.0919784,0.0470541
-0.07275,0.0936627,0.0410751
-0.0165,0.0772413,0.0560871
0.0035,0.0674999,0.0558331
-0.02875,0.10087,0.04299
-0.07025,0.140748,0.0462774
-0.0795,0.0868452,0.0353408
0.00975,0.0567843,0.0526963
0.03825,0.0959139,0.0326815
-0.0475,0.0790802,0.0437301
-0.05825,0.0392975,0.0466466
-0.01125,0.0495082,0.0499392
0.0105,0.0715892,0.0548797
-0.0215,0.115378,0.0365224
-0.0365,0.0945792,0.0440023
0.007,0.0426959,0.0453681
-0.01425,0.124382,0.0306851
0.00225,0.0821781,0.0571727
0.0255,0.0877809,0.0474333
-0.04775,0.122871,0.0291632
0.019,0.0410452,0.0430893
-0.034,0.0874362,0.0429781
0.01675,0.10782,0.0409621
-0.03325,0.0924971,0.0445095
-0.061,0.0654811,0.0325429
-0.03275,0.124003,0.0221752
-0.07425,0.115419,0.0515641
0.0155,0.115412,0.0371577
-0.0205,0.0950032,0.0503568
-0.04275,0.0769136,0.0429646
0.02925,0.113031,0.0325799
-0.00425,0.0835653,0.0571746
-0.067,0.0944615,0.0423482
-0.04775,0.102186,0.0414651
-0.01075,0.0451845,0.0489917
-0.0685,0.114651,0.049888
-0.045,0.16377,0.00545747
-0.02175,0.0532289,0.0447075
0.04175,0.0657881,0.027973
0.05475,0.0572303,0.0270916
-0.02,0.0474948,0.0509064
0.00775,0.0695535,0.0554763
0.0225,0.0681355,0.0468883
-0.0635,0.0367289,0.0424662
-0.01225,0.0877035,0.0568208
-0.0325,0.153285,-0.000465117
-0.01725,0.0863317,0.0570585
0.022,0.0422525,0.0410567
-0.03,0.0495777,0.0434472
0.01525,0.103851,0.0454086
0.0015,0.122431,0.0352612
-0.006,0.0518836,0.0525746
-0.08,0.0938911,0.0343324
-0.0225,0.12342,0.0253516
-0.065,0.123068,0.0494137
-0.00325,0.102342,0.0438815
-0.04475,0.0923949,0.0431098
-0.063,0.131262,0.0405804
-0.01875,0.0708058,0.0537992
0.02625,0.0828501,0.0470424
-0.079,0.110121,0.044015
0.00125,0.0780344,0.0574067
-0.02575,0.170445,-0.0110287
0.01675,0.0404302,0.043979
-0.02,0.0462119,0.0521114
-0.06075,0.0994392,0.0427343
-0.07325,0.0836672,0.0396657
-0.05175,0.104948,0.0403235
-0.02125,0.0632566,0.0471331
0.0065,0.0399098,0.0457567
-0.0755,0.0813558,0.03712
-0.06,0.115425,0.0374119
-0.00125,0.0696632,0.0567957
-0.06425,0.0868731,0.0447591
0.011,0.0531823,0.0514896
-0.066,0.0972651,0.0419692
-0.03675,0.0526583,0.038626
0.0015,0.068899,0.0559551
-0.027,0.102967,0.0426103
-0.03875,0.0797093,0.042841
-0.0575,0.0386188,0.0469025
-0.0235,0.059353,0.0426883
0.034,0.0469093,0.0306505
-0.00075,0.123138,0.0350059
-0.0035,0.116976,0.0399548
0.0265,0.0821296,0.0467867
-0.01625,0.0453967,0.0510329
0.03025,0.0417823,0.0295165
0.0075,0.109938,0.0408371
-0.03175,0.111795,0.0360095
-0.0435,0.156334,0.00613554
-0.0085,0.0773591,0.0576456
-0.086,0.132957,0.0474355
0.00175,0.0959051,0.0538302
0.03825,0.108078,0.0210055
0.03725,0.109526,0.0211357
-0.0085,0.0647218,0.055829
-0.054,0.125377,0.0369074
-0.0195,0.127465,0.018233
-0.06775,0.0810409,0.0419525
0.0455,0.0828574,0.0204529
-0.03925,0.0627479,0.041424
-0.0325,0.126015,0.0183619
0.032,0.0804006,0.0427147
0.0355,0.0557408,0.0339384
-0.0175,0.0420324,0.0524844
0.03175,0.0991673,0.038664
-0.00025,0.102366,0.044263
-0.0585,0.0946426,0.0448929
0.0025,0.0842754,0.0574152
-0.09275,0.119116,0.0402112
-0.005,0.0675305,0.056193
0.008,0.130502,0.021404
-0.076,0.101148,0.0363772
0.0325,0.110762,0.0302888
0.03325,0.0611844,0.0396467
-0.0655,0.0377942,0.0391643
0.032,0.0424215,0.0287549
-0.02375,0.0941742,0.0482006
0.006,0.084226,0.0566962
-0.053,0.123913,0.0362748
0.0095,0.0646269,0.0547491
-0.0715,0.175764,-0.0445719
-0.02775,0.0884656,0.0471791
-0.084,0.120248,0.0491728
-0.019,0.0461747,0.0517512
-0.06725,0.165829,-0.0224925
-0.08,0.114516,0.0469414
-0.04275,0.118633,0.0304287
0.013,0.0559376,0.0511343
0.0055,0.0575492,0.0534178
0.02525,0.0870907,0.0475592
0.0105,0.088258,0.0546656
0.01325,0.0419369,0.0448629
0.023,0.0809619,0.0498609
-0.0255,0.16667,-0.00939877
0.0475,0.0448245,0.0240613
0.00375,0.121725,0.0353872
0.0145,0.0880954,0.05215
0.023,0.0781496,0.0496159
0.041,0.0454275,0.0301455
-0.08225,0.120955,0.0492929
-0.0585,0.13816,0.0330758
-0.01525,0.0580647,0.0514982
-0.075,0.127431,0.0528767
0.01625,0.114715,0.037411
-0.01925,0.167409,-0.0126411
0.0385,0.0439445,0.0296404
-0.0645,0.123049,0.0488154
-0.02525,0.0441785,0.0528382
-0.05025,0.144035,0.0124973
-0.01775,0.167405,-0.0133162
-0.01325,0.0610958,0.0541436
0.01825,0.0790775,0.0527338
-0.08325,0.110747,0.0426174
-0.05575,0.135984,0.0325714
-0.01625,0.0566354,0.0511355
-0.08125,0.150427,0.0344521
-0.05775,0.0420156,0.0456238
-0.02375,0.0928241,0.049158
-0.00475,0.0767298,0.0584839
0.02475,0.0427285,0.0387727
-0.06475,0.0466964,0.0060652
-0.02875,0.0400273,0.0534513
0.00775,0.0420025,0.0454969
0.0595,0.0601965,0.0207458
0.00925,0.0405763,0.0453741
0.0505,0.0553554,0.0297554
-0.008,0.0939044,0.0555062
-0.01775,0.0722748,0.0547608
-0.07625,0.0878111,0.0386511
0.03075,0.0612869,0.0407883
-0.00375,0.0394319,0.0479151
-0.04725,0.167486,0.00180585
-0.0495,0.147656,0.0112233
0.033,0.0590306,0.0391377
0.044,0.0761756,0.0254228
-0.08375,0.143443,0.0411933
-0.05675,0.155698,0.0109598
-0.08625,0.143366,0.038654
0.02825,0.0511726,0.0378669
0.0245,0.101561,0.0427362
-0.04825,0.114539,0.034107
-0.032,0.159251,0.00236091
-0.02675,0.11048,0.0379143
-0.0295,0.108402,0.0388017
-0.0795,0.131673,0.0525101
0.009,0.0632471,0.0548669
0.044,0.0451511,0.0273569
-0.0245,0.0461622,0.0516311
0.01525,0.102513,0.0465521
0.02575,0.0773011,0.0476676
0.032,0.0971079,0.0396793
0.02875,0.0965927,0.0424774
0.0455,0.0842354,0.0199414
0.024,0.0477529,0.0392686
-0.07925,0.149081,0.0380091
-0.02275,0.178019,-0.0136152
-0.0595,0.124143,0.0413554
-0.0125,0.122372,0.033991
-0.013,0.0965236,0.0523934
0.02175,0.0803065,0.0504589
0.04575,0.0855542,0.00924858
-0.0645,0.0406492,0.0392847
0.04,0.0781799,0.0326686
0.02775,0.11171,0.0344843
0.03675,0.0533796,0.0312771
-0.0205,0.126135,0.0211561
0.03525,0.10988,0.0273641
0.004,0.091086,0.0551458
-0.05675,0.0664403,0.0354624
0.02475,0.0715825,0.0462596
0.02275,0.0399521,0.0394131
-0.0305,0.117937,0.0308087
-0.00975,0.0877191,0.0570604
-0.04525,0.0726295,0.0420699
-0.036,0.0413488,0.0460062
0.0375,0.0952893,0.0339527
-0.0395,0.162239,0.00154562
-0.07525,0.121085,0.0531225
0.001,0.0800973,0.0571698
-0.037,0.0412432,0.0449917
-0.0075,0.125148,0.0317
-0.024,0.0421982,0.0540452
-0.0725,0.147053,0.0424564
0.019,0.0712295,0.0504422
-0.01125,0.0667127,0.0547523
-0.03075,0.171968,-0.0057655
-0.09325,0.120534,0.0402127
-0.06625,0.143459,0.0417012
-0.04775,0.104963,0.0405778
-0.02575,0.181026,-0.00848873
-0.059,0.146854,0.0352198
-0.01725,0.0637084,0.052228
-0.004,0.0897785,0.0565827
0.00025,0.106542,0.0432492
-0.09025,0.120784,0.045421
-0.0375,0.106937,0.0380372
0.0225,0.0892704,0.0485572
0.02925,0.0993202,0.0409536
0.0195,0.0976146,0.0470577
-0.066,0.112834,0.0419838
0.02,0.108446,0.0395644
-0.0065,0.108685,0.0436325
0.02175,0.0458114,0.0411749
0.00175,0.109333,0.0426161
-0.05125,0.16154,0.00638177
-0.0675,0.0433796,0.00948457
-0.0665,0.0394617,0.0139205
0.033,0.0943166,0.0403124
-0.06925,0.162862,-0.0127639
-0.044,0.13017,0.0130222
0.02725,0.0883386,0.0455244
-0.002,0.0473347,0.0493454
-0.0875,0.143988,0.0354786
-0.00175,0.0781062,0.0583658
-0.07025,0.144947,0.0437299
-0.04775,0.15129,0.0102034
-0.02925,0.0724794,0.0402914
0.00625,0.128576,0.0275031
0.00675,0.0540094,0.0528117
-0.071,0.0816103,0.0402999
-0.0735,0.0770622,0.0362281
-0.06175,0.0403903,0.0435985
-0.049,0.0791009,0.0439845
-0.00725,0.0668054,0.0558321
0.0145,0.0976845,0.0480754
-0.0215,0.174228,-0.0146854
-0.0595,0.142536,0.0349732
-0.00475,0.123143,0.0351329
-0.078,0.160494,-0.0216654
-0.0535,0.0522384,0.0113795
-0.00475,0.097265,0.0531123
-0.02025,0.122853,0.0287821
-0.038,0.162225,6.08787e-05
-0.0395,0.073342,0.0421977
-0.0455,0.0411376,0.0439771
-0.06225,0.107707,0.0390551
-0.01625,0.126975,0.0238222
-0.0145,0.0977862,0.0498792
-0.0015,0.0562722,0.0546162
0.0325,0.0633485,0.0402829
-0.046,0.115205,0.0332185
-0.0885,0.100132,0.020734
-0.0565,0.138113,0.031679
-0.07075,0.130906,0.0502368
0.01225,0.0791921,0.054292
-0.0665,0.0402664,0.0356069
-0.06425,0.179658,-0.0571282
-0.01575,0.0876957,0.0567011
-0.048,0.0862119,0.0452671
-0.062,0.139692,0.0358669
-0.08175,0.128126,0.0523967
0.0085,0.0384431,0.0452533
-0.036,0.150331,-0.000461802
-0.0205,0.171193,-0.0144069
-0.089,0.150856,0.0225179
-0.0225,0.115352,0.0360141
-0.0425,0.0916504,0.0426001
-0.093,0.118382,0.0397022
-0.07025,0.0979209,0.0412066
-0.07425,0.123903,0.0533615
-0.066,0.134219,0.043115
-0.07525,0.173452,-0.0391453
-0.06275,0.0723615,0.038894
-0.06225,0.0403505,0.043218
-0.00625,0.114883,0.040588
-0.039,0.162234,0.00100571
-0.0145,0.118248,0.0370342
-0.08825,0.141878,0.0368789
0.0135,0.118204,0.0361448
-0.0345,0.0704808,0.0415594
-0.03325,0.0711287,0.0409251
-0.07975,0.0988359,0.0337033
0.00525,0.118972,0.0372891
0.03525,0.0765994,0.0391513
-0.0095,0.122413,0.0348801
-0.0465,0.146071,0.00678155
-0.0725,0.0858444,0.0405583
-0.0595,0.113943,0.0362664
-0.016,0.171187,-0.0168377
-0.05025,0.132969,0.0290204
-0.06075,0.144747,0.036874
-0.00025,0.0393244,0.0469003
0.01075,0.129837,0.022929
0.03225,0.0400475,0.0266018
-0.04125,0.0403107,0.0428376
-0.061,0.153967,0.0320342
-0.08125,0.128133,0.052636
-0.01,0.0471739,0.0477644
0.042,0.0453396,0.0292582
-0.026,0.0447433,0.0515153
0.03475,0.0446735,0.0297662
-0.0455,0.124818,0.0242064
-0.05575,0.131789,0.0357534
0.009,0.0841518,0.0556178
0.02525,0.0484139,0.0387601
-0.06775,0.128049,0.0496436
-0.03875,0.0952049,0.0428578
-0.0265,0.0617963,0.0386324
-0.058,0.0847203,0.0441197
-0.021,0.160681,-0.00398511
-0.0485,0.100155,0.0428622
-0.0635,0.0461979,0.0084723
-0.0485,0.126528,0.0303006
-0.0105,0.126457,0.0286495
0.0105,0.116853,0.0375407
-0.0655,0.0818547,0.0433525
-0.053,0.13939,0.0267247
-0.02825,0.0897496,0.0455255
-0.01675,0.117499,0.0362709
-0.05275,0.0633327,0.0321625
-0.0145,0.101627,0.0437537
-0.05975,0.0783166,0.0429664
-0.0835,0.0964789,0.03052
-0.008,0.129211,0.025343
0.0375,0.0569758,0.0320368
-0.04175,0.160015,0.00370913
-0.0745,0.130252,0.0523929
0.00275,0.048186,0.0507841
-0.0815,0.0866384,0.0326677
0.00875,0.0834572,0.0556167
-0.04075,0.171977,-0.000903547
-0.01,0.125125,0.031192
-0.067,0.155341,0.0288585
-0.051,0.116618,0.0329664
0.0365,0.0700794,0.0368604
-0.0215,0.120814,0.0311944
-0.02325,0.111943,0.0386786
-0.0725,0.0872786,0.0409415
-0.0325,0.0874756,0.0434873
-0.08925,0.0936881,0.021356
-0.07475,0.149131,0.0399134
0.04075,0.0745711,0.0316522
-0.0365,0.0413092,0.0456258
0.04375,0.0740539,0.0254251
-0.02525,0.0759983,0.0488926
-0.01325,0.0494353,0.0492188
-0.01025,0.0835986,0.0576539
-0.0675,0.142795,0.043353
0.032,0.0929913,0.0415834
-0.009,0.0546943,0.0526928
-0.05075,0.0725437,0.0410536
0.03925,0.0662856,0.0336853
0.02925,0.046668,0.0354678
-0.0155,0.11684,0.0372865
-0.015,0.112737,0.0402045
-0.03875,0.170482,0.00139518
-0.02675,0.0872341,0.0496332
-0.05125,0.076945,0.0433459
-0.04975,0.152777,0.0112172
-0.03825,0.0403771,0.0434717
-0.03225,0.0553411,0.0372338
-0.02475,0.055681,0.0409094
-0.06625,0.0383434,0.0376405
0.00425,0.0709725,0.0558382
-0.03625,0.16147,-0.000342563
0.00325,0.0779356,0.0560881
-0.0265,0.125879,0.0151867
0.03525,0.0595384,0.0369823
0.04775,0.070914,0.0217441
-0.04125,0.0389213,0.0430949
0.02025,0.0941377,0.0476917
-0.07475,0.133774,0.0514288
-0.00675,0.0612602,0.055944
-0.046,0.0987234,0.0426065
-0.0595,0.0932493,0.0451463
-0.08525,0.0837358,0.0226149
0.011,0.116846,0.0374136
-0.01225,0.0971911,0.0517949
-0.03925,0.115905,0.0329654
-0.02075,0.171951,-0.0146791
0.034,0.0589385,0.0381232
-0.03075,0.0425828,0.0510415
-0.0415,0.0790285,0.0430944
0.012,0.104533,0.0450276
-0.02875,0.115905,0.0329654
-0.0525,0.162272,0.00505497
-0.01425,0.0807822,0.0570509
-0.0825,0.107708,0.0269789
0.02025,0.0416745,0.0423266
-0.0695,0.125989,0.0520413
-0.00625,0.0739495,0.0583604
0.012,0.0615739,0.0517443
-0.018,0.17119,-0.0158924
-0.05025,0.0536039,0.0336848
0.0035,0.118325,0.0385588
-0.00975,0.0510364,0.0511357
-0.07875,0.121024,0.0513274
-0.07075,0.109015,0.0371499
0.004,0.0474086,0.0500658
-0.02475,0.109178,0.0399465
-0.015,0.11962,0.0360196
0.01625,0.0520251,0.0468623
0.04675,0.0473293,0.0276079
-0.0385,0.11384,0.0343602
-0.065,0.0460999,0.00745853
-0.03275,0.0810102,0.041571
0.0435,0.0596933,0.0308947
-0.02525,0.178009,-0.00996748
-0.0505,0.129469,0.031693
-0.033,0.11795,0.0310628
-0.04,0.0944706,0.0424754
-0.00425,0.0780972,0.0582459
0.04075,0.0446356,0.0293859
-0.05025,0.0695175,0.0385109
-0.07725,0.176539,-0.0455726
0.0575,0.0700548,0.0199669
-0.05875,0.0994477,0.0428615
0.03325,0.0738629,0.0400385
-0.05075,0.091066,0.0442539
-0.0065,0.0619655,0.056065
-0.06425,0.15049,0.036991
-0.03975,0.0444059,0.0413051
-0.05075,0.154237,0.0110885
-0.0905,0.117178,0.0438937
-0.03875,0.115899,0.0328383
-0.0465,0.0861623,0.0446308
-0.0445,0.109785,0.0381677
-0.01775,0.106488,0.0423592
-0.01725,0.109259,0.0413449
0.04825,0.0697024,0.0241595
-0.05975,0.129085,0.0398223
-0.064,0.112611,0.0379168
-0.0785,0.14009,0.0479295
-0.0045,0.054823,0.0540136
-0.07775,0.128153,0.0533542
-0.0255,0.1712,-0.0114358
-0.06725,0.0853915,0.0437389
-0.05,0.120892,0.0328457
-0.08325,0.100003,0.0297626
0.0355,0.0871505,0.0392868
0.0095,0.0487554,0.0494611
-0.038,0.169734,0.00180169
0.01675,0.0777381,0.0534507
-0.05225,0.14714,0.0192223
-0.0605,0.105656,0.0403242
-0.04225,0.161522,0.00478628
0.0245,0.119336,0.0301758
-0.0635,0.0436183,0.0118929
-0.0305,0.108402,0.0388017
0.03025,0.0525633,0.0376124
-0.0765,0.148428,0.0404225
-0.02625,0.0952856,0.0440028
-0.05275,0.0406958,0.0465156
0.016,0.0426046,0.0444805
0.0345,0.0816103,0.0402999
-0.06525,0.0737778,0.0390221
-0.03625,0.0683749,0.0415571
-0.06825,0.168862,-0.0276335
-0.08725,0.147463,0.0311561
-0.05075,0.125934,0.033223
-0.0375,0.151859,0.00237016
-0.01625,0.124308,0.0290339
-0.00375,0.0612054,0.0553439
-0.05675,0.117589,0.0380497
-0.062,0.0382944,0.0438579
-0.004,0.0828801,0.0572934
-0.00275,0.0512531,0.0532972
-0.03125,0.0501151,0.0416713
0.04,0.0596247,0.0301338
-0.005,0.100515,0.048324
-0.0015,0.0505144,0.0529391
-0.07275,0.143574,0.0455101
-0.08275,0.113812,0.0469409
-0.0525,0.0641719,0.0336852
-0.0295,0.0847503,0.0445014
-0.0355,0.042735,0.0457485
0.02175,0.0576555,0.0471226
0.0245,0.0708712,0.0461314
-0.03625,0.0797093,0.042841
-0.03,0.0574048,0.0367277
-0.06025,0.119141,0.0407194
-0.01075,0.0752234,0.0569234
-0.03075,0.0953574,0.0450207
0.03175,0.0936992,0.0415841
-0.051,0.0642502,0.0345735
0.01125,0.0419631,0.0451165
-0.04775,0.145365,0.00779804
-0.0525,0.0917629,0.0441272
-0.0395,0.0367426,0.042593
-0.04375,0.158543,0.00573592
-0.02475,0.0701054,0.0453683
-0.00275,0.0435839,0.0471412
0.013,0.126474,0.0290305
-0.059,0.0385647,0.046395
-0.0835,0.125953,0.0508445
-0.06325,0.0925064,0.0446368
-0.0645,0.0715402,0.0374962
-0.009,0.172699,-0.0240004
-0.03875,0.0726295,0.0420699
-0.07475,0.0835766,0.0385206
-0.07075,0.0652906,0.0222607
-0.054,0.142297,0.0272282
-0.016,0.174228,-0.0183324
0.03425,0.109953,0.0286352
-0.081,0.100851,0.0317987
0.017,0.094869,0.0480738
-0.03925,0.15114,0.00331552
0.02,0.112576,0.0372813
-0.08325,0.0957905,0.0309005
-0.0155,0.0772684,0.0564467
-0.08125,0.12528,0.0520426
-0.069,0.116121,0.0515644
-0.0515,0.0527098,0.0316574
-0.085,0.101955,0.0267141
-0.04225,0.164511,0.00464627
0.03125,0.0598481,0.0404064
-0.07375,0.10906,0.0379126
0.02975,0.0540878,0.0388805
0.0,0.0441863,0.0461248
0.00925,0.113404,0.0394427
0.023,0.0724731,0.048526
0.03825,0.0447241,0.0302733
-0.04675,0.0966544,0.0433679
0.00925,0.0751396,0.0558442
-0.0515,0.0672764,0.0369861
-0.04125,0.167495,0.00342607
-0.045,0.151975,0.00817143
0.036,0.107767,0.0279959
-0.01175,0.105136,0.0433752
0.03275,0.0977391,0.0385352
0.01875,0.109148,0.0394381
-0.0475,0.101503,0.041846
-0.057,0.0517679,0.00631008
-0.02475,0.079104,0.0530934
0.05,0.0610474,0.03026
0.03025,0.0797918,0.0438583
0.0285,0.0459803,0.0357227
-0.0825,0.102149,0.0297662
0.0245,0.123346,0.0237004
0.04875,0.0589878,0.030895
-0.075,0.0813863,0.0375016
-0.0765,0.0983289,0.0367552
0.054,0.0677106,0.0256859
0.01075,0.0666509,0.0540324
-0.0335,0.0946154,0.0445112
-0.04925,0.0537101,0.0348253
-0.05975,0.110444,0.0372787
-0.0735,0.166603,-0.0207398
0.041,0.0962779,0.0275941
0.01825,0.0446107,0.0433336
-0.041,0.0478397,0.0401558
0.01475,0.114721,0.0375381
-0.01175,0.0680829,0.0545145
-0.02975,0.0981286,0.0442596
0.03375,0.0963194,0.0385336
-0.081,0.0938368,0.033569
-0.0385,0.0520031,0.0391322
0.024,0.0933783,0.0469277
-0.0145,0.0645214,0.0535491
-0.00125,0.0890725,0.0564627
-0.069,0.11897,0.0527626
0.035,0.0498329,0.0312798
0.02675,0.0786075,0.0465261
-0.02625,0.05547,0.038628
-0.0065,0.0457129,0.0472616
-0.0175,0.127561,0.020519
-0.005,0.0897937,0.0568223
-0.03075,0.107715,0.0391822
0.03425,0.101736,0.0344705
-0.02925,0.0524919,0.0368522
-0.06125,0.04569,0.010753
-0.037,0.108327,0.0375304
-0.00225,0.0421993,0.0473991
0.00975,0.113397,0.0393156
0.025,0.119317,0.0297947
-0.04575,0.168978,0.000317745
-0.054,0.037194,0.0467798
0.03775,0.0734799,0.0354644
0.0185,0.0556723,0.0483727
-0.03825,0.174982,-0.00428654
-0.01325,0.041163,0.0509258
-0.0125,0.0965168,0.0522737
-0.03975,0.0698006,0.0418126
0.02825,0.0684626,0.0425728
-0.0295,0.0688692,0.0391453
0.021,0.0570021,0.0476284
0.0195,0.0920347,0.0478176
0.0105,0.107142,0.0414699
-0.0815,0.120248,0.0491728
0.0005,0.0965917,0.053591
0.0035,0.041362,0.0461331
-0.069,0.157667,-0.0042484
0.033,0.071777,0.0402907
0.02875,0.049665,0.036983
-0.08075,0.0753217,0.0236441
-0.0385,0.056278,0.0397693
